run_name,eval_results_path,metrics_path,stored_n,recomputed_n,stored_accuracy_pct,recomputed_orig_acc_pct,accuracy_diff_pp,stored_consistency_pct,recomputed_consistency_pct,consistency_diff_pp,status
GRPO_mistral7b_balanced_s2,results/GRPO_mistral7b_balanced_s2/eval/eval_results.json,results/GRPO_mistral7b_balanced_s2/eval/metrics.json,449,449,80.40089086859689,80.40089086859689,0.0,65.70155902004454,65.70155902004454,0.0,ok
GRPO_mistral7b_unbal,results/GRPO_mistral7b_unbal/eval/eval_results.json,results/GRPO_mistral7b_unbal/eval/metrics.json,449,449,98.88641425389754,98.88641425389754,0.0,20.044543429844097,20.044543429844097,0.0,ok
eval_step100,results/GRPO_mistral7b_unbal/eval_step100/eval_results.json,results/GRPO_mistral7b_unbal/eval_step100/metrics.json,449,449,98.66369710467706,98.66369710467706,0.0,20.26726057906459,20.26726057906459,0.0,ok
eval_step200,results/GRPO_mistral7b_unbal/eval_step200/eval_results.json,results/GRPO_mistral7b_unbal/eval_step200/metrics.json,449,449,98.88641425389754,98.88641425389754,0.0,19.821826280623608,19.821826280623608,0.0,ok
GRPO_mistral7b_unbal_s2,results/GRPO_mistral7b_unbal_s2/eval/eval_results.json,results/GRPO_mistral7b_unbal_s2/eval/metrics.json,449,449,98.21826280623608,98.21826280623608,0.0,22.048997772828507,22.048997772828507,0.0,ok
GRPO_mistral7b_unbal_s3,results/GRPO_mistral7b_unbal_s3/eval/eval_results.json,results/GRPO_mistral7b_unbal_s3/eval/metrics.json,449,449,98.21826280623608,98.21826280623608,0.0,26.948775055679285,26.948775055679285,0.0,ok
GRPO_qwen3_8b_balanced,results/GRPO_qwen3_8b_balanced/eval/eval_results.json,results/GRPO_qwen3_8b_balanced/eval/metrics.json,449,449,87.97327394209354,87.97327394209354,0.0,82.62806236080178,82.62806236080178,0.0,ok
GRPO_qwen3_8b_balanced_s2,results/GRPO_qwen3_8b_balanced_s2/eval/eval_results.json,results/GRPO_qwen3_8b_balanced_s2/eval/metrics.json,449,449,86.8596881959911,86.8596881959911,0.0,81.73719376391982,81.73719376391982,0.0,ok
GRPO_qwen3_8b_calib_unbal,results/GRPO_qwen3_8b_calib_unbal/eval/eval_results.json,results/GRPO_qwen3_8b_calib_unbal/eval/metrics.json,449,449,89.086859688196,89.086859688196,0.0,77.9510022271715,77.9510022271715,0.0,ok
GRPO_qwen3_8b_decisive_unbal,results/GRPO_qwen3_8b_decisive_unbal/eval/eval_results.json,results/GRPO_qwen3_8b_decisive_unbal/eval/metrics.json,449,449,88.19599109131403,88.19599109131403,0.0,81.9599109131403,81.9599109131403,0.0,ok
